,AGRFORTFISH_emp,CONSTR_emp,INDUSENRG_emp,MFG_emp,SERV_emp
AGRFORTFISH_val,0.14084988021769224,-0.15155191350708636,-0.15953423816299606,-0.1708238884507742,-0.17839723265055588
CONSTR_val,-0.042276519753055554,0.02571430468706252,0.00667378517156216,-0.0029035704526971014,-0.04526684683515899
INDUSENRG_val,0.016787269752630566,0.002081260002845659,0.07661457941832085,0.10246250302317002,-0.06938811084614085
MFG_val,-0.06468536483035907,-0.022847592346506424,0.05213860454178648,0.08073006547318025,-0.07946253852326729
SERV_val,-0.033801897197578076,0.020771199793018173,-0.0475230775268405,-0.06893682331017768,0.11267761666768084
